movie,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross,years
Treasure of the Four Crowns,4.2,64.0,475.0,2.0,Adventure,Fantasy,Fantasy,Tony Anthony,Ana Obregón,Gene Quintano,0.0,0.0,0.0,97.0,2000000.0,53160295.192035295,1983
Olivia,5.0,64.0,467.0,1.0,Crime,Horror,Mystery,Suzanna Love,Robert Walker Jr.,Jeff Winchester,0.0,0.0,0.0,85.0,500000.0,53160295.192035295,1983
Julie Darling,6.0,64.0,457.0,1.0,Drama,Thriller,Horror,Anthony Franciosa,Sybil Danning,Isabelle Mejias,0.0,0.0,0.0,100.0,2000000.0,53160295.192035295,1983
Blade Runner,8.1,84.0,671532.0,1.0,Action,Sci-Fi,Thriller,Harrison Ford,Rutger Hauer,Sean Young,2.0,12.0,16.0,117.0,28000000.0,41458976.0,1982
E.T. the Extra-Terrestrial,7.8,91.0,358863.0,2.0,Family,Sci-Fi,Sci-Fi,Henry Thomas,Drew Barrymore,Peter Coyote,4.0,48.0,35.0,115.0,10500000.0,793482178.0,1982
The Thing,8.1,57.0,355834.0,1.0,Horror,Mystery,Sci-Fi,Kurt Russell,Wilford Brimley,Keith David,0.0,0.0,3.0,109.0,15000000.0,19629760.0,1982
First Blood,7.7,61.0,219237.0,1.0,Action,Adventure,Adventure,Sylvester Stallone,Brian Dennehy,Richard Crenna,0.0,1.0,2.0,93.0,15000000.0,125212904.0,1982
Gandhi,8.0,79.0,214022.0,2.0,Biography,Drama,History,Ben Kingsley,John Gielgud,Rohini Hattangadi,8.0,27.0,21.0,191.0,22000000.0,52767889.0,1982
Rocky III,6.8,57.0,168207.0,2.0,Drama,Sport,Sport,Sylvester Stallone,Talia Shire,Burt Young,1.0,2.0,7.0,99.0,17000000.0,125049125.0,1982
Poltergeist,7.3,79.0,136958.0,2.0,Horror,Thriller,Thriller,JoBeth Williams,Heather O'Rourke,Craig T. Nelson,3.0,4.0,4.0,114.0,10700000.0,77142388.0,1982
Conan the Barbarian,6.9,43.0,134090.0,1.0,Action,Adventure,Fantasy,Arnold Schwarzenegger,James Earl Jones,Max von Sydow,1.0,1.0,9.0,129.0,20000000.0,68851475.0,1982
TRON,6.8,58.0,110672.0,2.0,Action,Adventure,Sci-Fi,Jeff Bridges,Bruce Boxleitner,David Warner,2.0,2.0,6.0,96.0,17000000.0,33000000.0,1982
Star Trek II: The Wrath of Khan,7.7,67.0,109874.0,2.0,Action,Adventure,Sci-Fi,William Shatner,Leonard Nimoy,DeForest Kelley,0.0,3.0,9.0,113.0,11200000.0,78912963.0,1982
Tootsie,7.4,88.0,94875.0,2.0,Comedy,Drama,Romance,Dustin Hoffman,Jessica Lange,Teri Garr,1.0,24.0,30.0,116.0,21000000.0,177200000.0,1982
Fast Times at Ridgemont High,7.2,61.0,89957.0,1.0,Comedy,Drama,Drama,Sean Penn,Jennifer Jason Leigh,Judge Reinhold,0.0,1.0,1.0,90.0,4500000.0,27092880.0,1982
The King of Comedy,7.8,73.0,82413.0,2.0,Comedy,Crime,Drama,Robert De Niro,Jerry Lewis,Diahnne Abbott,1.0,2.0,7.0,109.0,20000000.0,2536242.0,1982
Pink Floyd: The Wall,8.1,47.0,74046.0,1.0,Animation,Drama,Fantasy,Bob Geldof,Christine Hargreaves,James Laurenson,2.0,1.0,1.0,95.0,12000000.0,22258911.0,1982
48 Hrs.,6.9,71.0,66889.0,1.0,Action,Comedy,Crime,Nick Nolte,Eddie Murphy,Annette O'Toole,1.0,2.0,1.0,96.0,12000000.0,78868508.0,1982
The Dark Crystal,7.2,66.0,60336.0,2.0,Adventure,Family,Fantasy,Jim Henson,Kathryn Mullen,Frank Oz,1.0,2.0,4.0,93.0,15000000.0,41630431.0,1982
Fanny and Alexander,8.1,100.0,55492.0,1.0,Drama,Drama,Drama,Bertil Guve,Pernilla Allwin,Kristina Adolphson,4.0,21.0,12.0,188.0,6000000.0,6795771.0,1982
Airplane II: The Sequel,6.2,48.0,47541.0,2.0,Comedy,Sci-Fi,Sci-Fi,Robert Hays,Julie Hagerty,Lloyd Bridges,0.0,0.0,0.0,85.0,15000000.0,27150534.0,1982
An Officer and a Gentleman,7.0,75.0,47304.0,1.0,Drama,Romance,Romance,Richard Gere,Debra Winger,David Keith,2.0,7.0,13.0,124.0,7500000.0,129795554.0,1982
Friday the 13th Part III,5.7,30.0,45331.0,1.0,Horror,Thriller,Thriller,Dana Kimmell,Tracie Savage,Richard Brooker,0.0,0.0,2.0,95.0,2300000.0,36690067.0,1982
Halloween III: Season of the Witch,4.9,50.0,41473.0,1.0,Horror,Mystery,Sci-Fi,Tom Atkins,Stacey Nelkin,Dan O'Herlihy,0.0,1.0,1.0,98.0,2500000.0,14400000.0,1982
Creepshow,6.9,59.0,40631.0,1.0,Comedy,Fantasy,Horror,Hal Holbrook,Leslie Nielsen,Adrienne Barbeau,0.0,0.0,2.0,120.0,8000000.0,21028755.0,1982
Sophie's Choice,7.6,68.0,40211.0,1.0,Drama,Romance,Romance,Meryl Streep,Kevin Kline,Peter MacNicol,1.0,12.0,12.0,150.0,12000000.0,30036000.0,1982
Annie,6.6,39.0,38635.0,2.0,Comedy,Drama,Family,Aileen Quinn,Albert Finney,Carol Burnett,2.0,2.0,11.0,126.0,50000000.0,57059003.0,1982
The Verdict,7.7,77.0,34476.0,1.0,Drama,Drama,Drama,Paul Newman,Charlotte Rampling,Jack Warden,5.0,3.0,9.0,129.0,16000000.0,53993738.0,1982
Grease 2,4.4,52.0,31815.0,2.0,Comedy,Drama,Musical,Michelle Pfeiffer,Maxwell Caulfield,Lorna Luft,0.0,0.0,3.0,115.0,13200000.0,15171476.0,1982
Fitzcarraldo,8.1,64.0,29963.0,2.0,Adventure,Drama,Drama,Klaus Kinski,Claudia Cardinale,José Lewgoy,1.0,4.0,3.0,158.0,43819528.982781656,2874.0,1982
Firefox,6.0,44.0,24451.0,2.0,Action,Adventure,Thriller,Clint Eastwood,Freddie Jones,David Huffman,0.0,0.0,0.0,136.0,18000000.0,46708276.0,1982
The World According to Garp,7.2,63.0,24342.0,1.0,Comedy,Drama,Drama,Robin Williams,Mary Beth Hurt,Glenn Close,2.0,5.0,4.0,136.0,17000000.0,29712172.0,1982
The Beastmaster,6.2,18.0,19782.0,2.0,Action,Adventure,Fantasy,Marc Singer,Tanya Roberts,Rip Torn,0.0,1.0,1.0,118.0,8000000.0,14056528.0,1982
Dead Men Don't Wear Plaid,6.9,67.0,19753.0,2.0,Comedy,Crime,Mystery,Steve Martin,Rachel Ward,Alan Ladd,0.0,0.0,0.0,88.0,9000000.0,18196170.0,1982
Tenebrae,7.1,64.0,19557.0,1.0,Horror,Mystery,Thriller,Anthony Franciosa,Giuliano Gemma,John Saxon,0.0,0.0,0.0,101.0,43819528.982781656,53160295.192035295,1982
Victor Victoria,7.6,84.0,18876.0,2.0,Comedy,Music,Musical,Julie Andrews,James Garner,Robert Preston,1.0,10.0,17.0,134.0,43819528.982781656,28229046.0,1982
The Year of Living Dangerously,7.1,65.0,18792.0,2.0,Drama,Romance,War,Mel Gibson,Sigourney Weaver,Linda Hunt,1.0,7.0,16.0,115.0,13000000.0,10278575.0,1982
Cat People,6.2,62.0,18656.0,1.0,Fantasy,Horror,Thriller,Nastassja Kinski,Malcolm McDowell,John Heard,2.0,0.0,0.0,118.0,18000000.0,7000000.0,1982
Diner,7.1,82.0,18092.0,1.0,Comedy,Drama,Drama,Steve Guttenberg,Mickey Rourke,Kevin Bacon,1.0,3.0,5.0,110.0,5000000.0,14099953.0,1982
A Midsummer Night's Sex Comedy,6.6,51.0,18000.0,2.0,Comedy,Comedy,Comedy,Woody Allen,Mia Farrow,José Ferrer,0.0,0.0,1.0,88.0,43819528.982781656,9077269.0,1982
Missing,7.7,78.0,17898.0,2.0,Biography,Drama,History,Jack Lemmon,Sissy Spacek,Melanie Mayron,1.0,10.0,21.0,122.0,9500000.0,14000000.0,1982
The Entity,6.7,35.0,14210.0,1.0,Drama,Horror,Horror,Barbara Hershey,Ron Silver,David Labiosa,0.0,1.0,1.0,125.0,9000000.0,13277558.0,1982
Death Wish II,6.1,11.0,13998.0,1.0,Action,Crime,Drama,Charles Bronson,Jill Ireland,Vincent Gardenia,0.0,0.0,2.0,89.0,2000000.0,16100000.0,1982
Night Shift,6.6,62.0,13533.0,1.0,Comedy,Comedy,Comedy,Henry Winkler,Michael Keaton,Shelley Long,1.0,0.0,1.0,106.0,43819528.982781656,21095638.0,1982
Evil Under the Sun,7.1,61.0,13469.0,2.0,Crime,Drama,Mystery,Peter Ustinov,James Mason,Maggie Smith,0.0,0.0,1.0,117.0,10000000.0,6110000.0,1982
Monty Python Live at the Hollywood Bowl,7.9,64.0,13002.0,1.0,Documentary,Comedy,Musical,John Cleese,Michael Palin,Eric Idle,0.0,0.0,0.0,77.0,43819528.982781656,327958.0,1982
Swamp Thing,5.4,50.0,12637.0,2.0,Horror,Sci-Fi,Sci-Fi,Louis Jourdan,Adrienne Barbeau,Ray Wise,0.0,0.0,1.0,91.0,3000000.0,53160295.192035295,1982
Yol,8.2,64.0,11938.0,2.0,Drama,Drama,Drama,Tarik Akan,Serif Sezer,Halil Ergün,1.0,6.0,3.0,114.0,43819528.982781656,53160295.192035295,1982
Deathtrap,7.0,54.0,11552.0,2.0,Comedy,Crime,Mystery,Michael Caine,Christopher Reeve,Dyan Cannon,0.0,0.0,6.0,116.0,43819528.982781656,19282134.0,1982
The Toy,5.9,16.0,10892.0,2.0,Comedy,Comedy,Comedy,Richard Pryor,Jackie Gleason,Ned Beatty,0.0,0.0,1.0,102.0,17000000.0,47118057.0,1982
The Slumber Party Massacre,5.7,64.0,10287.0,1.0,Horror,Horror,Horror,Michelle Michaels,Robin Stille,Michael Villella,0.0,0.0,0.0,77.0,250000.0,53160295.192035295,1982
Amityville II: The Possession,5.5,34.0,9853.0,1.0,Horror,Horror,Horror,James Olson,Burt Young,Rutanya Alda,0.0,0.0,1.0,104.0,5000000.0,12534817.0,1982
The Best Little Whorehouse in Texas,6.0,40.0,9542.0,1.0,Comedy,Musical,Musical,Burt Reynolds,Dolly Parton,Dom DeLuise,1.0,0.0,0.0,114.0,35000000.0,69701637.0,1982
Trail of the Pink Panther,5.0,43.0,9301.0,2.0,Comedy,Crime,Mystery,Peter Sellers,David Niven,Herbert Lom,0.0,0.0,0.0,96.0,6000000.0,9056073.0,1982
Class of 1984,6.6,49.0,9198.0,1.0,Action,Crime,Drama,Perry King,Merrie Lynn Ross,Timothy Van Patten,0.0,0.0,2.0,98.0,4300000.0,53160295.192035295,1982
The Draughtsman's Contract,7.3,64.0,8854.0,1.0,Comedy,Drama,History,Anthony Higgins,Janet Suzman,Anne-Louise Lambert,0.0,1.0,3.0,108.0,320000.0,2256246.0,1982
My Favorite Year,7.4,64.0,8429.0,2.0,Comedy,Drama,Drama,Peter O'Toole,Mark Linn-Baker,Jessica Harper,1.0,2.0,7.0,92.0,43819528.982781656,20123620.0,1982
White Dog,7.1,64.0,8314.0,2.0,Drama,Horror,Horror,Kristy McNichol,Christa Lang,Vernon Weddle,0.0,0.0,1.0,90.0,8000000.0,46509.0,1982
Honkytonk Man,6.6,50.0,7743.0,2.0,Comedy,Drama,Music,Clint Eastwood,Kyle Eastwood,John McIntire,0.0,0.0,1.0,122.0,2000000.0,4484991.0,1982
The Man from Snowy River,7.3,63.0,7719.0,2.0,Adventure,Drama,Romance,Kirk Douglas,Tom Burlinson,Terence Donovan,1.0,2.0,2.0,102.0,3500000.0,20659423.0,1982
The Last American Virgin,6.3,43.0,7604.0,1.0,Comedy,Drama,Romance,Lawrence Monoson,Diane Franklin,Steve Antin,0.0,0.0,0.0,92.0,43819528.982781656,5829781.0,1982
The House on Sorority Row,6.0,50.0,6914.0,1.0,Horror,Mystery,Thriller,Kate McNeil,Eileen Davidson,Janis Ward,0.0,0.0,0.0,91.0,425000.0,10604986.0,1982
Frances,7.4,48.0,6756.0,1.0,Biography,Drama,Romance,Jessica Lange,Sam Shepard,Kim Stanley,2.0,2.0,7.0,140.0,43819528.982781656,53160295.192035295,1982
The Plague Dogs,7.8,64.0,6704.0,3.0,Animation,Adventure,Drama,John Hurt,Christopher Benjamin,James Bolam,0.0,0.0,0.0,103.0,43819528.982781656,53160295.192035295,1982
Eating Raoul,6.8,69.0,6688.0,1.0,Comedy,Crime,Crime,Mary Woronov,Paul Bartel,Robert Beltran,0.0,0.0,2.0,90.0,350000.0,53160295.192035295,1982
Q,6.0,64.0,6531.0,1.0,Crime,Horror,Mystery,David Carradine,Michael Moriarty,Candy Clark,0.0,0.0,0.0,93.0,1200000.0,53160295.192035295,1982
Zapped!,5.0,10.0,6023.0,1.0,Comedy,Fantasy,Sci-Fi,Scott Baio,Willie Aames,Robert Mandan,0.0,0.0,2.0,98.0,43819528.982781656,16897768.0,1982
Veronika Voss,7.8,64.0,5862.0,1.0,Drama,Drama,Drama,Rosel Zech,Hilmar Thate,Cornelia Froboess,0.0,5.0,4.0,104.0,2600000.0,8144.0,1982
The Border,6.4,66.0,5730.0,1.0,Crime,Drama,Western,Jack Nicholson,Harvey Keitel,Valerie Perrine,0.0,0.0,0.0,108.0,22000000.0,6118683.0,1982
Xtro,5.6,64.0,5671.0,1.0,Horror,Sci-Fi,Sci-Fi,Philip Sayer,Bernice Stegers,Danny Brainin,0.0,0.0,1.0,81.0,43819528.982781656,53160295.192035295,1982
Querelle,6.8,64.0,5579.0,1.0,Drama,Drama,Drama,Brad Davis,Franco Nero,Jeanne Moreau,0.0,0.0,4.0,108.0,4400000.0,53160295.192035295,1982
Liquid Sky,6.1,64.0,5502.0,1.0,Sci-Fi,Thriller,Thriller,Anne Carlisle,Paula E. Sheppard,Susan Doukas,0.0,0.0,7.0,112.0,500000.0,53160295.192035295,1982
The Sword and the Sorcerer,5.6,39.0,5452.0,1.0,Action,Adventure,Fantasy,Lee Horsley,Kathleen Beller,Simon MacCorkindale,0.0,1.0,5.0,100.0,43819528.982781656,39103425.0,1982
Author! Author!,6.2,42.0,4882.0,2.0,Comedy,Drama,Family,Al Pacino,Dyan Cannon,Tuesday Weld,1.0,0.0,0.0,110.0,43819528.982781656,13111101.0,1982
Silent Rage,5.5,31.0,4830.0,1.0,Action,Crime,Horror,Chuck Norris,Ron Silver,Steven Keats,0.0,0.0,0.0,96.0,4500000.0,10490791.0,1982
Forbidden Zone,6.7,64.0,4443.0,1.0,Comedy,Fantasy,Musical,Gene Cunningham,Marie-Pascale Elfman,Virginia Rose,0.0,0.0,1.0,74.0,43819528.982781656,53160295.192035295,1982
Alone in the Dark,6.1,63.0,4394.0,1.0,Horror,Thriller,Thriller,Jack Palance,Donald Pleasence,Martin Landau,0.0,0.0,1.0,92.0,1000000.0,53160295.192035295,1982
Still of the Night,6.1,43.0,4004.0,2.0,Crime,Drama,Mystery,Roy Scheider,Meryl Streep,Jessica Tandy,0.0,0.0,1.0,93.0,10000000.0,5979947.0,1982
Forbidden World,5.2,64.0,4002.0,1.0,Horror,Sci-Fi,Sci-Fi,Jesse Vint,Dawn Dunlap,June Chadwick,0.0,0.0,3.0,77.0,1000000.0,53160295.192035295,1982
The Pirate Movie,5.3,19.0,3928.0,2.0,Adventure,Comedy,Musical,Kristy McNichol,Christopher Atkins,Ted Hamilton,0.0,3.0,9.0,105.0,43819528.982781656,7983086.0,1982
Come Back to the 5 & Dime Jimmy Dean Jimmy Dean,7.2,64.0,3881.0,2.0,Comedy,Drama,Drama,Cher,Karen Black,Sandy Dennis,1.0,1.0,3.0,109.0,850000.0,840958.0,1982
The Night of the Shooting Stars,7.4,64.0,3698.0,1.0,Drama,Fantasy,Romance,Omero Antonutti,Margarita Lozano,Claudio Bigagli,0.0,19.0,12.0,107.0,43819528.982781656,2257307.0,1982
Summer Lovers,5.8,64.0,3669.0,1.0,Comedy,Drama,Romance,Peter Gallagher,Daryl Hannah,Valérie Quennessen,0.0,0.0,0.0,98.0,43819528.982781656,4968000.0,1982
Richard Pryor: Live on the Sunset Strip,7.7,64.0,3630.0,1.0,Comedy,Comedy,Comedy,Richard Pryor,Gene Cross,Julie Hampton,0.0,0.0,0.0,82.0,43819528.982781656,36299720.0,1982
Visiting Hours,5.7,64.0,3567.0,1.0,Horror,Thriller,Thriller,Michael Ironside,Lee Grant,Linda Purl,0.0,0.0,2.0,105.0,5500000.0,13258670.0,1982
The Blade Master,2.3,64.0,3366.0,2.0,Action,Adventure,Fantasy,Miles O'Keeffe,Lisa Foster,David Brandon,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,1982
The Beast Within,5.6,64.0,3336.0,1.0,Horror,Horror,Horror,Ronny Cox,Bibi Besch,Paul Clemens,0.0,0.0,0.0,98.0,43819528.982781656,7742572.0,1982
Cannery Row,6.7,52.0,3259.0,2.0,Comedy,Drama,Romance,Nick Nolte,Debra Winger,Audra Lindley,0.0,0.0,0.0,120.0,11300000.0,5301539.0,1982
Dragon Lord,6.5,64.0,3234.0,3.0,Action,Comedy,Sport,Jackie Chan,Mars,Michael Wai-Man Chan,0.0,0.0,1.0,102.0,43819528.982781656,53160295.192035295,1982
Megaforce,3.8,64.0,3202.0,2.0,Action,Sci-Fi,Sci-Fi,Barry Bostwick,Michael Beck,Persis Khambatta,0.0,0.0,3.0,99.0,20000000.0,5675599.0,1982
Mazes and Monsters,4.1,64.0,3142.0,2.0,Adventure,Drama,Fantasy,Tom Hanks,Wendy Crewson,David Wysocki,0.0,0.0,0.0,120.0,43819528.982781656,53160295.192035295,1982
